subjectID,trialNo,device_time_stamp,system_time_stamp,description,L_valid,L_x,L_y,R_valid,R_x,R_y
99,7,1500479132216828,1500479665186040,All_of_Extend_trial_7,1,0.7074893,0.3121969,1,0.7279641,0.4202464
99,7,1500479132233455,1500479665202668,All_of_Extend_trial_7,1,0.7121093,0.3052689,1,0.7412269,0.4025227
99,7,1500479132250096,1500479665219311,All_of_Extend_trial_7,1,0.717825,0.2366015,1,0.7444614,0.3950634
99,7,1500479132266832,1500479665236047,All_of_Extend_trial_7,1,0.7077027,0.2910307,1,0.7463638,0.386982
99,7,1500479132283459,1500479665252675,All_of_Extend_trial_7,1,0.7097932,0.2940828,1,0.7300073,0.4185883
99,7,1500479132300085,1500479665269302,All_of_Extend_trial_7,1,0.718964,0.3154086,1,0.7376609,0.41649
99,7,1500479132316708,1500479665285927,All_of_Extend_trial_7,1,0.7292775,0.2719975,1,0.7303603,0.4132098
99,7,1500479132333460,1500479665302680,All_of_Extend_trial_7,1,0.7110142,0.3129101,1,0.7278911,0.4198014
99,7,1500479132350094,1500479665319315,All_of_Extend_trial_7,1,0.7037981,0.3057255,1,0.7286075,0.4146955
99,7,1500479132366713,1500479665335935,All_of_Extend_trial_7,1,0.7108724,0.3157638,1,0.7254146,0.4088781
99,7,1500479132383340,1500479665352563,All_of_Extend_trial_7,1,0.7092031,0.3033853,1,0.7387761,0.3850734
99,7,1500479132399962,1500479665369186,All_of_Extend_trial_7,1,0.7200854,0.3321098,1,0.7341966,0.4106063
99,7,1500479132416718,1500479665385943,All_of_Extend_trial_7,1,0.7265785,0.2995295,1,0.7267538,0.3968329
99,7,1500479132433343,1500479665402569,All_of_Extend_trial_7,1,0.7036444,0.3213562,1,0.7422743,0.4012884
99,7,1500479132449975,1500479665419202,All_of_Extend_trial_7,1,0.7200372,0.3259615,1,0.7341225,0.3949407
99,7,1500479132466597,1500479665435825,All_of_Extend_trial_7,1,0.7256321,0.3032615,1,0.7291285,0.3976686
