subjectID,trialNo,device_time_stamp,system_time_stamp,description,L_valid,L_x,L_y,R_valid,R_x,R_y
99,8,1500479170570939,1500479703542446,All_of_Extend_trial_8,1,0.262495,0.6291048,1,0.2521435,0.5472744
99,8,1500479170587553,1500479703559061,All_of_Extend_trial_8,1,0.2414123,0.566756,1,0.2322227,0.537499
99,8,1500479170604177,1500479703575686,All_of_Extend_trial_8,1,0.2559317,0.586939,1,0.22377,0.5223928
99,8,1500479170620928,1500479703592438,All_of_Extend_trial_8,1,0.257653,0.6221739,1,0.2252113,0.4894181
99,8,1500479170637555,1500479703609066,All_of_Extend_trial_8,1,0.2458403,0.6009691,1,0.2423238,0.4755867
99,8,1500479170654181,1500479703625693,All_of_Extend_trial_8,1,0.2545024,0.5985755,1,0.2330939,0.4876128
99,8,1500479170670811,1500479703642324,All_of_Extend_trial_8,1,0.2469163,0.5934609,1,0.2204593,0.5091408
99,8,1500479170687433,1500479703658947,All_of_Extend_trial_8,1,0.2681188,0.5552787,1,0.2285767,0.5175286
99,8,1500479170704179,1500479703675694,All_of_Extend_trial_8,1,0.2462101,0.5761777,1,0.2342723,0.5011061
99,8,1500479170720811,1500479703692327,All_of_Extend_trial_8,1,0.2447743,0.5594285,1,0.2194052,0.52027
99,8,1500479170737437,1500479703708954,All_of_Extend_trial_8,1,0.2527621,0.5690879,1,0.2336617,0.4569623
99,8,1500479170754064,1500479703725582,All_of_Extend_trial_8,1,0.2383143,0.5453975,1,0.2197316,0.4793454
99,8,1500479170770815,1500479703742334,All_of_Extend_trial_8,1,0.2452743,0.5496908,1,0.2363494,0.515008
99,8,1500479170787439,1500479703758959,All_of_Extend_trial_8,1,0.2601081,0.5559465,1,0.2283575,0.5158914
99,8,1500479170804065,1500479703775586,All_of_Extend_trial_8,1,0.2403362,0.5490227,1,0.2306884,0.5084526
99,8,1500479170820691,1500479703792213,All_of_Extend_trial_8,1,0.2446785,0.569939,1,0.2321,0.5384669
99,8,1500479170837317,1500479703808840,All_of_Extend_trial_8,1,0.2464614,0.5288721,1,0.2300917,0.5122768
99,8,1500479170854069,1500479703825593,All_of_Extend_trial_8,1,0.2432567,0.5478485,1,0.2234551,0.5067243
99,8,1500479170870695,1500479703842220,All_of_Extend_trial_8,1,0.2468711,0.5707044,1,0.2358941,0.5370404
99,8,1500479170887321,1500479703858847,All_of_Extend_trial_8,1,0.2625138,0.6002204,1,0.2350065,0.5058923
99,8,1500479170903948,1500479703875475,All_of_Extend_trial_8,1,0.4089651,0.4872896,1,0.3978085,0.4961087
99,8,1500479170920699,1500479703892227,All_of_Extend_trial_8,1,0.4843683,0.4359188,1,0.4895669,0.4693153
99,8,1500479170937326,1500479703908855,All_of_Extend_trial_8,1,0.4935098,0.3981085,1,0.4959326,0.4478921
99,8,1500479170953960,1500479703925489,All_of_Extend_trial_8,1,0.4903455,0.4234791,1,0.4882434,0.4398611
99,8,1500479170970573,1500479703942103,All_of_Extend_trial_8,1,0.4853468,0.4580352,1,0.4929242,0.4576425
99,8,1500479170987203,1500479703958735,All_of_Extend_trial_8,1,0.5042254,0.4259475,1,0.476152,0.4762875
99,8,1500479171003961,1500479703975494,All_of_Extend_trial_8,1,0.4914473,0.4144644,1,0.4569395,0.5017573
99,8,1500479171020581,1500479703992115,All_of_Extend_trial_8,1,0.4960827,0.4331564,1,0.4829535,0.4440652
99,8,1500479171037207,1500479704008742,All_of_Extend_trial_8,1,0.494582,0.4479478,1,0.4566878,0.4719432
99,8,1500479171053832,1500479704025367,All_of_Extend_trial_8,1,0.4855198,0.4593317,1,0.4757082,0.4644208
99,8,1500479171070583,1500479704042119,All_of_Extend_trial_8,1,0.4979655,0.4406398,1,0.4823855,0.4553059
99,8,1500479171087210,1500479704058747,All_of_Extend_trial_8,1,0.5031772,0.4184405,1,0.4815,0.4575081
