subjectID,system_time_stamp,point_description
Child_Pilot_03272018_4_2pm,1522181605656318,Experiment_Start
Child_Pilot_03272018_4_2pm,1522181613736392,Practice_1_Training_1_audio
Child_Pilot_03272018_4_2pm,1522181616489449,Practice_1_Training_1_video
Child_Pilot_03272018_4_2pm,1522181623051042,Practice_1_Training_2_audio
Child_Pilot_03272018_4_2pm,1522181625865446,Practice_1_Training_2_video
Child_Pilot_03272018_4_2pm,1522181632920508,Practice_1_Training_3_audio
Child_Pilot_03272018_4_2pm,1522181635664326,Practice_1_Training_3_video
Child_Pilot_03272018_4_2pm,1522181640369205,Practice_1_Training_4_audio
Child_Pilot_03272018_4_2pm,1522181643070147,Practice_1_Training_4_video
Child_Pilot_03272018_4_2pm,1522181649354456,Practice_1_SameVerbTest_audio
Child_Pilot_03272018_4_2pm,1522181651870099,Practice_1_SameVerbTest_left_video
Child_Pilot_03272018_4_2pm,1522181658089921,Practice_1_SameVerbTest_right_video
Child_Pilot_03272018_4_2pm,1522181662822404,Practice_1_SameVerbTest_compareVideo1_start
Child_Pilot_03272018_4_2pm,1522181667761602,Practice_1_SameVerbTest_compareVideo1_still
Child_Pilot_03272018_4_2pm,1522181670782140,Practice_1_SameVerbTest_compareVideo1_end
Child_Pilot_03272018_4_2pm,1522181671756147,Practice_1_SameVerbTest_compareVideo2_start
Child_Pilot_03272018_4_2pm,1522181676668958,Practice_1_SameVerbTest_compareVideo2_still
Child_Pilot_03272018_4_2pm,1522181679686767,Practice_1_SameVerbTest_compareVideo2_end
Child_Pilot_03272018_4_2pm,1522181695989671,1_Ambig_audio_future
Child_Pilot_03272018_4_2pm,1522181700739996,1_Ambig_video
Child_Pilot_03272018_4_2pm,1522181705893473,1_Ambig_audio_past
Child_Pilot_03272018_4_2pm,1522181710384200,1_Training_1_audio_future
Child_Pilot_03272018_4_2pm,1522181713767181,1_Training_1_video
Child_Pilot_03272018_4_2pm,1522181718850144,1_Training_1_audio_past
Child_Pilot_03272018_4_2pm,1522181724508171,1_Training_2_audio_future
Child_Pilot_03272018_4_2pm,1522181728011018,1_Training_2_video
Child_Pilot_03272018_4_2pm,1522181733090315,1_Training_2_audio_past
Child_Pilot_03272018_4_2pm,1522181735697990,1_Training_3_audio_future
Child_Pilot_03272018_4_2pm,1522181739600834,1_Training_3_video
Child_Pilot_03272018_4_2pm,1522181744729780,1_Training_3_audio_past
Child_Pilot_03272018_4_2pm,1522181749478634,1_Training_4_audio_future
Child_Pilot_03272018_4_2pm,1522181752863437,1_Training_4_video
Child_Pilot_03272018_4_2pm,1522181757970453,1_Training_4_audio_past
Child_Pilot_03272018_4_2pm,1522181763463183,1_SameVerbTest_audio_warmup
Child_Pilot_03272018_4_2pm,1522181766507351,1_SameVerbTest_left_video
Child_Pilot_03272018_4_2pm,1522181772188919,1_SameVerbTest_right_video
Child_Pilot_03272018_4_2pm,1522181777899151,1_SameVerbTest_compareVideo1_start
Child_Pilot_03272018_4_2pm,1522181783037931,1_SameVerbTest_compareVideo1_still
Child_Pilot_03272018_4_2pm,1522181786073597,1_SameVerbTest_compareVideo1_end
Child_Pilot_03272018_4_2pm,1522181789074749,1_SameVerbTest_compareVideo2_start
Child_Pilot_03272018_4_2pm,1522181794244472,1_SameVerbTest_compareVideo2_still
Child_Pilot_03272018_4_2pm,1522181797260231,1_SameVerbTest_compareVideo2_end
