subjectID,calib_point_X,calib_point_Y,L_sample_valid,L_sample_X,L_sample_Y,R_sample_valid,R_sample_X,R_sample_Y
child_pilot_032618_11am,0.5,0.5,1,0.51286643743515,0.523739635944366,1,0.487257182598114,0.548605799674988
child_pilot_032618_11am,0.5,0.5,1,0.509913563728333,0.523198187351227,1,0.49221596121788,0.536182522773743
child_pilot_032618_11am,0.5,0.5,1,0.52988338470459,0.530462026596069,1,0.488125503063202,0.538556635379791
child_pilot_032618_11am,0.5,0.5,1,0.515108346939087,0.517568171024323,1,0.486682593822479,0.527987897396088
child_pilot_032618_11am,0.5,0.5,1,0.515907227993011,0.527998626232147,1,0.490886062383652,0.52118307352066
child_pilot_032618_11am,0.5,0.5,1,0.510562300682068,0.519892752170563,1,0.491839557886124,0.532505333423615
child_pilot_032618_11am,0.5,0.5,1,0.540449023246765,0.539264380931854,1,0.497042387723923,0.549787282943726
child_pilot_032618_11am,0.5,0.5,1,0.518087804317474,0.530916690826416,1,0.4892218708992,0.526408076286316
child_pilot_032618_11am,0.5,0.5,1,0.509235978126526,0.511864721775055,1,0.493858307600021,0.538004755973816
child_pilot_032618_11am,0.5,0.5,1,0.520298480987549,0.515972673892975,1,0.488962352275848,0.533098995685577
child_pilot_032618_11am,0.5,0.5,1,0.504672944545746,0.518056929111481,1,0.490053087472916,0.549015760421753
child_pilot_032618_11am,0.5,0.5,1,0.522513270378113,0.524129927158356,1,0.492841452360153,0.53423398733139
child_pilot_032618_11am,0.5,0.5,1,0.524842798709869,0.540310204029083,1,0.497480183839798,0.537482738494873
child_pilot_032618_11am,0.5,0.5,1,0.513206481933594,0.527057111263275,1,0.483013212680817,0.537121951580048
child_pilot_032618_11am,0.5,0.5,1,0.520934402942657,0.512038350105286,1,0.482787370681763,0.536422610282898
child_pilot_032618_11am,0.5,0.5,1,0.508971333503723,0.520007789134979,1,0.482675552368164,0.520925164222717
child_pilot_032618_11am,0.899999976158142,0.899999976158142,1,0.92850786447525,0.889354467391968,1,0.880165457725525,0.884969532489777
child_pilot_032618_11am,0.899999976158142,0.899999976158142,0,3.13497916252693e+34,2.60908007621765,1,0.896855235099792,0.881545424461365
child_pilot_032618_11am,0.899999976158142,0.899999976158142,1,0.896721601486206,0.911267399787903,1,0.874455869197845,0.885032176971436
child_pilot_032618_11am,0.899999976158142,0.899999976158142,1,0.901206791400909,0.921533584594727,1,0.880457758903503,0.902498126029968
child_pilot_032618_11am,0.899999976158142,0.899999976158142,1,0.930423378944397,0.885878086090088,1,0.886939346790314,0.881052076816559
child_pilot_032618_11am,0.899999976158142,0.899999976158142,1,0.895977675914764,0.890916287899017,1,0.884409248828888,0.879012405872345
child_pilot_032618_11am,0.899999976158142,0.899999976158142,0,-8.90336934371497e+35,2.30188655853271,1,0.868829846382141,0.896866083145142
child_pilot_032618_11am,0.899999976158142,0.899999976158142,0,-1.29157766005004e+30,2.4681601524353,1,0.887024164199829,0.878331363201141
child_pilot_032618_11am,0.899999976158142,0.899999976158142,1,0.920921385288239,0.898904740810394,1,0.886265099048615,0.885898470878601
child_pilot_032618_11am,0.899999976158142,0.899999976158142,1,0.922891438007355,0.907967627048492,1,0.885594069957733,0.886328101158142
child_pilot_032618_11am,0.899999976158142,0.899999976158142,1,0.891273677349091,0.911685347557068,1,0.888674378395081,0.880900025367737
child_pilot_032618_11am,0.899999976158142,0.899999976158142,0,-4.04660115183329e+27,2.97103595733643,1,0.8902308344841,0.880072295665741
child_pilot_032618_11am,0.899999976158142,0.899999976158142,0,-8.90336934371497e+35,2.36438655853271,1,0.89512711763382,0.876190066337585
child_pilot_032618_11am,0.899999976158142,0.899999976158142,1,0.925279557704926,0.886426091194153,0,-8.90336934371497e+35,2.36438655853271
child_pilot_032618_11am,0.899999976158142,0.899999976158142,1,0.877169966697693,0.916046679019928,1,0.880555987358093,0.892204880714417
child_pilot_032618_11am,0.899999976158142,0.899999976158142,1,0.906310498714447,0.915289640426636,1,0.871330678462982,0.89276385307312
child_pilot_032618_11am,0.899999976158142,0.899999976158142,1,0.871608853340149,0.898394286632538,1,0.882141828536987,0.885750114917755
child_pilot_032618_11am,0.899999976158142,0.899999976158142,1,0.873762667179108,0.93945574760437,0,0,1.875
child_pilot_032618_11am,0.899999976158142,0.899999976158142,0,-6.39207182537906e+33,2.63075137138367,1,0.883826851844788,0.874189972877502
child_pilot_032618_11am,0.899999976158142,0.899999976158142,1,0.920458614826202,0.872653543949127,1,0.898319661617279,0.886161267757416
child_pilot_032618_11am,0.899999976158142,0.899999976158142,1,0.897062361240387,0.904244244098663,1,0.892252206802368,0.886988818645477
child_pilot_032618_11am,0.899999976158142,0.899999976158142,1,0.952079474925995,0.857698142528534,1,0.88823264837265,0.882175266742706
child_pilot_032618_11am,0.899999976158142,0.100000001490116,1,0.894429802894592,0.0992541611194611,1,0.908998608589172,0.0786496475338936
child_pilot_032618_11am,0.899999976158142,0.100000001490116,1,0.890801906585693,0.101594559848309,1,0.909580588340759,0.08128422498703
child_pilot_032618_11am,0.899999976158142,0.100000001490116,1,0.892183661460876,0.0978758931159973,1,0.91061794757843,0.0796593278646469
child_pilot_032618_11am,0.899999976158142,0.100000001490116,1,0.890325605869293,0.0930886417627335,1,0.914183795452118,0.0798573791980743
child_pilot_032618_11am,0.899999976158142,0.100000001490116,1,0.889686822891235,0.0915816277265549,1,0.909053027629852,0.0810953453183174
child_pilot_032618_11am,0.899999976158142,0.100000001490116,1,0.888188242912292,0.0973922461271286,1,0.911749064922333,0.0814242139458656
